#Nome_da_Administradora;CNPJ_da_Administradora;Data_base;Código_do_segmento;Taxa_de_administração;Quantidade_de_grupos_ativos;Quantidade_de_grupos_constituídos_no_mês;Quantidade_de_grupos_encerrados_no_mês;Quantidade_de_cotas_comercializadas_no_mês;Quantidade_de_cotas_excluídas_a_comercializar;Quantidade_acumulada_de_cotas_ativas_contempladas;Quantidade_de_cotas_ativas_não_contempladas;Quantidade_de_cotas_ativas_contempladas_no_mês;Quantidade_de_cotas_ativas_em_dia;Quantidade_de_cotas_ativas_contempladas_inadimplentes;Quantidade_de_cotas_ativas_não_contempladas_inadimplentes;Quantidade_de_cotas_excluídas;Quantidade_de_cotas_ativas_quitadas;Quantidade_de_cotas_ativas_com_crédito_pendente_de_utilização
CONS. NACIONAL VOLKSWAGEN LTDA.;47658539;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONS. NACIONAL VOLKSWAGEN LTDA.;47658539;202310;2;11,51823;1;0;0;85;76;13;496;2;456;1;52;242;0;6
CONS. NACIONAL VOLKSWAGEN LTDA.;47658539;202310;3;20,20720;298;2;8;2214;127805;37683;17341;334;45122;7590;2312;155727;14495;4770
CONS. NACIONAL VOLKSWAGEN LTDA.;47658539;202310;4;21,09142;0;0;0;0;0;3479;590;12;3066;931;72;7335;867;361
CONS. NACIONAL VOLKSWAGEN LTDA.;47658539;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONS. NACIONAL VOLKSWAGEN LTDA.;47658539;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO GAZIN;06044551;202310;1;20,64690;5;0;0;234;1732;554;3025;13;2791;52;736;5768;44;260
CONSORCIO GAZIN;06044551;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO GAZIN;06044551;202310;3;14,83447;28;0;1;630;1103;13146;12053;343;21738;1363;2098;17655;3335;1342
CONSORCIO GAZIN;06044551;202310;4;19,42478;24;0;0;496;1613;10583;10383;272;17231;1369;2366;19990;3091;1308
CONSORCIO GAZIN;06044551;202310;5;12,32061;14;0;0;305;3193;4943;4691;193;7544;811;1279;7868;2014;1028
CONSORCIO GAZIN;06044551;202310;6;22,54646;5;0;0;64;274;1248;915;43;1715;262;186;1534;160;179
CONSORCIO NACIONAL NANUQUE;05652765;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO NACIONAL NANUQUE;05652765;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO NACIONAL NANUQUE;05652765;202310;3;15,03161;6;0;0;108;132;1215;1270;22;2078;162;245;2263;508;102
CONSORCIO NACIONAL NANUQUE;05652765;202310;4;20,81200;16;0;0;89;212;6072;1392;64;6288;857;319;10137;3407;359
CONSORCIO NACIONAL NANUQUE;05652765;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO NACIONAL NANUQUE;05652765;202310;6;18,87356;2;0;0;5;59;143;31;2;139;30;5;234;42;25
CONSORCIO VOLVO;74118381;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO VOLVO;74118381;202310;2;12,68280;28;0;1;62;62;6672;6430;132;12442;288;372;4133;2216;904
CONSORCIO VOLVO;74118381;202310;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO VOLVO;74118381;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO VOLVO;74118381;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO VOLVO;74118381;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSÓRCIO JORLAN;37137767;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSÓRCIO JORLAN;37137767;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSÓRCIO JORLAN;37137767;202310;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSÓRCIO JORLAN;37137767;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSÓRCIO JORLAN;37137767;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSÓRCIO JORLAN;37137767;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSÓRCIO RESERVA;28904092;202310;1;24,78182;2;0;0;151;1019;81;893;2;669;26;279;8014;2;39
CONSÓRCIO RESERVA;28904092;202310;2;21,76497;3;0;0;184;2453;211;1142;5;953;71;329;12834;4;33
CONSÓRCIO RESERVA;28904092;202310;3;18,99936;6;0;0;254;6450;481;1087;17;1064;146;358;27164;39;135
CONSÓRCIO RESERVA;28904092;202310;4;21,94840;1;0;0;147;1094;23;538;4;356;7;198;2265;0;17
CONSÓRCIO RESERVA;28904092;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSÓRCIO RESERVA;28904092;202310;6;21,31624;1;0;0;22;494;21;96;1;67;6;44;1067;4;13
CONSÓRCIO TRIÂNGULO;78199262;202310;1;18,34935;3;0;0;21;473;711;970;9;1553;82;46;1575;199;121
CONSÓRCIO TRIÂNGULO;78199262;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSÓRCIO TRIÂNGULO;78199262;202310;3;14,15838;14;0;1;57;192;2490;1952;44;4083;202;157;2000;930;243
CONSÓRCIO TRIÂNGULO;78199262;202310;4;17,35186;2;0;0;7;65;549;338;10;808;36;43;443;200;66
CONSÓRCIO TRIÂNGULO;78199262;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSÓRCIO TRIÂNGULO;78199262;202310;6;15,23056;1;0;0;17;60;80;154;2;201;13;20;116;4;18
CONVEF ADM CONS LTDA.;58919903;202310;1;19,87035;5;0;0;15;554;1629;1114;11;2495;112;136;10222;680;292
CONVEF ADM CONS LTDA.;58919903;202310;2;16,38728;0;0;0;1;104;115;58;2;152;18;3;253;42;9
CONVEF ADM CONS LTDA.;58919903;202310;3;15,44808;21;0;1;121;1509;6654;2893;60;8724;487;336;9101;4605;421
CONVEF ADM CONS LTDA.;58919903;202310;4;20,57868;1;0;0;0;118;394;0;0;365;29;0;517;329;11
CONVEF ADM CONS LTDA.;58919903;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONVEF ADM CONS LTDA.;58919903;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA;61550836;202310;1;23,22427;4;0;0;321;860;277;1905;8;1621;61;500;13169;13;112
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA;61550836;202310;2;22,73000;3;0;0;136;2267;291;1334;11;1129;75;421;10163;7;50
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA;61550836;202310;3;17,39000;9;0;0;568;4673;1919;4277;69;4261;485;1450;35901;410;343
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA;61550836;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA;61550836;202310;5;18,23000;1;0;0;47;0;8;281;4;289;0;0;0;0;8
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA;61550836;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DESTAQUE ADM. CONS. LTDA;05794450;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DESTAQUE ADM. CONS. LTDA;05794450;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DESTAQUE ADM. CONS. LTDA;05794450;202310;3;14,94620;4;0;0;13;144;274;339;8;522;22;69;476;117;38
DESTAQUE ADM. CONS. LTDA;05794450;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DESTAQUE ADM. CONS. LTDA;05794450;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DESTAQUE ADM. CONS. LTDA;05794450;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DISAL  ADM CONS LTDA;59395061;202310;1;18,32780;2;0;0;0;678;318;4;1;292;30;0;1661;179;22
DISAL  ADM CONS LTDA;59395061;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DISAL  ADM CONS LTDA;59395061;202310;3;19,00164;383;2;7;4555;158800;74963;65951;1205;117196;9932;13786;298345;23910;10459
DISAL  ADM CONS LTDA;59395061;202310;4;18,73732;0;0;0;1;0;2019;1108;32;2618;302;207;7337;415;291
DISAL  ADM CONS LTDA;59395061;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DISAL  ADM CONS LTDA;59395061;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DISBRAVE ADM CONS LTDA.;01659838;202310;1;19,46249;12;0;0;487;2144;2169;5610;21;5866;406;1504;34224;940;295
DISBRAVE ADM CONS LTDA.;01659838;202310;2;0,00000;2;0;0;0;400;0;0;0;0;0;0;0;0;0
DISBRAVE ADM CONS LTDA.;01659838;202310;3;17,77980;24;0;0;555;8358;5136;8725;100;9454;1355;3051;59115;2007;820
DISBRAVE ADM CONS LTDA.;01659838;202310;4;22,72310;1;0;0;0;973;674;353;2;675;238;114;29830;233;92
DISBRAVE ADM CONS LTDA.;01659838;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DISBRAVE ADM CONS LTDA.;01659838;202310;6;20,00000;1;0;0;0;4;88;268;16;309;4;42;5;1;30
ELDORADO ADM CONSORCIO;08570707;202310;1;18,56039;2;0;0;15;102;169;336;2;407;47;51;907;31;29
ELDORADO ADM CONSORCIO;08570707;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ELDORADO ADM CONSORCIO;08570707;202310;3;16,14324;11;0;0;61;806;1701;1162;30;2450;256;157;3219;638;136
ELDORADO ADM CONSORCIO;08570707;202310;4;18,60100;10;0;0;64;1375;1391;1019;28;2016;226;168;3027;531;144
ELDORADO ADM CONSORCIO;08570707;202310;5;16,87500;0;0;0;0;0;7;1;0;8;0;0;15;4;0
ELDORADO ADM CONSORCIO;08570707;202310;6;24,92040;2;0;0;12;55;54;147;3;147;12;42;153;1;13
EMBRACON ADM CONS LTDA;58113812;202310;1;18,81817;107;2;3;3590;5924;37201;42384;570;72524;2788;4273;220350;16106;8194
EMBRACON ADM CONS LTDA;58113812;202310;2;13,19255;25;0;0;244;643;2367;5300;124;6678;200;789;2645;388;646
EMBRACON ADM CONS LTDA;58113812;202310;3;14,28630;99;1;0;2833;3294;38101;36951;1088;66851;3758;4443;100661;15812;5735
EMBRACON ADM CONS LTDA;58113812;202310;4;18,34033;17;1;1;629;469;5761;7771;233;12119;527;886;16054;2549;1269
EMBRACON ADM CONS LTDA;58113812;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EMBRACON ADM CONS LTDA;58113812;202310;6;16,44374;6;0;0;157;170;1035;1347;80;2072;162;148;1771;338;442
EUTBEM ADM CONS S.A.;40513064;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EUTBEM ADM CONS S.A.;40513064;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EUTBEM ADM CONS S.A.;40513064;202310;3;8,08700;1;0;0;4;24;12;95;2;92;1;14;36;0;8
EUTBEM ADM CONS S.A.;40513064;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EUTBEM ADM CONS S.A.;40513064;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EUTBEM ADM CONS S.A.;40513064;202310;6;17,41000;1;0;0;3;63;32;24;1;34;13;9;71;1;12
FANCAR ADM CONS LTDA.;11747606;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FANCAR ADM CONS LTDA.;11747606;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FANCAR ADM CONS LTDA.;11747606;202310;3;12,56118;26;0;0;76;527;1715;1188;53;2598;175;130;1320;791;210
FANCAR ADM CONS LTDA.;11747606;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FANCAR ADM CONS LTDA.;11747606;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FANCAR ADM CONS LTDA.;11747606;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FARROUPILHA ADM CONS LTDA;91107581;202310;1;23,61325;4;0;0;155;6771;1055;2631;18;2890;161;635;17428;285;278
FARROUPILHA ADM CONS LTDA;91107581;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FARROUPILHA ADM CONS LTDA;91107581;202310;3;19,36884;8;0;0;31;2006;691;933;22;1296;133;195;3955;163;142
FARROUPILHA ADM CONS LTDA;91107581;202310;4;13,45468;305;0;0;0;2120;40872;2899;35;38414;5330;27;3736;37169;155
FARROUPILHA ADM CONS LTDA;91107581;202310;5;21,15118;8;0;0;95;4342;1952;1534;62;2707;433;346;6584;763;411
FARROUPILHA ADM CONS LTDA;91107581;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FED.NAC.ASSOC.SERV.BCO CENTRAL;33350620;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FED.NAC.ASSOC.SERV.BCO CENTRAL;33350620;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FED.NAC.ASSOC.SERV.BCO CENTRAL;33350620;202310;3;7,00000;2;0;0;1;9;94;51;3;143;0;2;16;36;19
FED.NAC.ASSOC.SERV.BCO CENTRAL;33350620;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FED.NAC.ASSOC.SERV.BCO CENTRAL;33350620;202310;5;5,00000;1;0;0;0;1;29;4;0;33;0;0;1;12;13
FED.NAC.ASSOC.SERV.BCO CENTRAL;33350620;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FERRAZ ADM E CONS LTDA;00600262;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FERRAZ ADM E CONS LTDA;00600262;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FERRAZ ADM E CONS LTDA;00600262;202310;3;12,38663;6;0;0;3;9;851;256;15;982;111;14;398;465;69
FERRAZ ADM E CONS LTDA;00600262;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FERRAZ ADM E CONS LTDA;00600262;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FERRAZ ADM E CONS LTDA;00600262;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FIEL CONSÓRCIOS;06940240;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FIEL CONSÓRCIOS;06940240;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FIEL CONSÓRCIOS;06940240;202310;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FIEL CONSÓRCIOS;06940240;202310;4;21,42606;13;1;0;113;125;1399;1299;52;2332;230;136;2695;426;101
FIEL CONSÓRCIOS;06940240;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FIEL CONSÓRCIOS;06940240;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FINAMA ADM CONS LTDA;45725975;202310;1;15,94565;1;0;0;0;79;274;2;0;263;12;1;818;194;15
FINAMA ADM CONS LTDA;45725975;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FINAMA ADM CONS LTDA;45725975;202310;3;17,64298;5;1;0;49;220;256;349;12;534;31;40;517;77;34
FINAMA ADM CONS LTDA;45725975;202310;4;17,61614;25;0;0;65;1800;2897;1292;47;3656;271;262;4818;1469;339
FINAMA ADM CONS LTDA;45725975;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FINAMA ADM CONS LTDA;45725975;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FIPAL;78688462;202310;1;20,08615;3;0;0;17;296;759;560;5;1153;98;68;985;357;109
FIPAL;78688462;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FIPAL;78688462;202310;3;13,41630;18;0;0;70;319;1342;1937;45;2851;143;285;923;628;153
FIPAL;78688462;202310;4;15,28340;3;0;0;1;106;1407;167;19;1413;126;35;724;916;110
FIPAL;78688462;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FIPAL;78688462;202310;6;17,81940;1;0;1;2;13;17;55;2;52;5;15;21;0;5
FRANCAUTO ADM CONS LTDA.;04751943;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FRANCAUTO ADM CONS LTDA.;04751943;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FRANCAUTO ADM CONS LTDA.;04751943;202310;3;4,01476;9;0;0;9;488;1006;281;11;1160;91;36;1307;491;50
FRANCAUTO ADM CONS LTDA.;04751943;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FRANCAUTO ADM CONS LTDA.;04751943;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FRANCAUTO ADM CONS LTDA.;04751943;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FUGANTI ADM CONS LTDA;03870838;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FUGANTI ADM CONS LTDA;03870838;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FUGANTI ADM CONS LTDA;03870838;202310;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FUGANTI ADM CONS LTDA;03870838;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FUGANTI ADM CONS LTDA;03870838;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FUGANTI ADM CONS LTDA;03870838;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FUNDACAO HAB. DO EXERCITO-FHE;00643742;202310;1;9,42973;29;0;0;109;153;10610;5524;67;15629;252;253;5134;6067;2122
FUNDACAO HAB. DO EXERCITO-FHE;00643742;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FUNDACAO HAB. DO EXERCITO-FHE;00643742;202310;3;7,33494;14;0;0;37;36;3219;1500;54;4497;132;90;648;1399;557
FUNDACAO HAB. DO EXERCITO-FHE;00643742;202310;4;7,09997;15;0;2;51;36;3647;1564;53;4915;191;105;740;1767;782
FUNDACAO HAB. DO EXERCITO-FHE;00643742;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FUNDACAO HAB. DO EXERCITO-FHE;00643742;202310;6;8,87384;6;0;0;5;33;656;208;10;782;63;19;160;268;170
GAMBATTO ADM CONS LTDA;82942400;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GAMBATTO ADM CONS LTDA;82942400;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GAMBATTO ADM CONS LTDA;82942400;202310;3;1,51581;20;0;0;25;173;1793;958;27;2457;122;172;193;953;76
GAMBATTO ADM CONS LTDA;82942400;202310;4;8,85607;14;1;0;30;414;559;643;20;1013;48;141;428;159;54
GAMBATTO ADM CONS LTDA;82942400;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GAMBATTO ADM CONS LTDA;82942400;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GAP ADM CONS LTDA.;45700892;202310;1;11,16796;10;0;0;15;251;871;409;2;1009;205;66;259;460;2
GAP ADM CONS LTDA.;45700892;202310;2;10,22969;68;3;0;389;190;7109;2885;56;9382;472;140;211;4409;24
GAP ADM CONS LTDA.;45700892;202310;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GAP ADM CONS LTDA.;45700892;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GAP ADM CONS LTDA.;45700892;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GAP ADM CONS LTDA.;45700892;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GAPLAN ADM CONS LTDA;47820097;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GAPLAN ADM CONS LTDA;47820097;202310;2;11,28421;81;0;0;87;343;7933;3185;2;9462;1150;506;498;5214;10
GAPLAN ADM CONS LTDA;47820097;202310;3;12,65092;27;1;1;42;124;1637;543;4;2021;109;50;193;1146;1
GAPLAN ADM CONS LTDA;47820097;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GAPLAN ADM CONS LTDA;47820097;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GAPLAN ADM CONS LTDA;47820097;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GGS ADM CONS LTDA.;94187879;202310;1;22,31034;1;0;0;0;138;87;0;0;79;8;0;312;78;2
GGS ADM CONS LTDA.;94187879;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GGS ADM CONS LTDA.;94187879;202310;3;16,35104;5;0;0;0;637;500;27;2;384;126;17;1594;316;56
GGS ADM CONS LTDA.;94187879;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GGS ADM CONS LTDA.;94187879;202310;5;0,00000;1;0;0;0;0;0;0;0;0;0;0;0;0;0
GGS ADM CONS LTDA.;94187879;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GLOBO ADM. CONS. LTDA.;85322204;202310;1;21,97590;6;0;0;18;2199;565;921;7;1161;79;246;3977;283;56
GLOBO ADM. CONS. LTDA.;85322204;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GLOBO ADM. CONS. LTDA.;85322204;202310;3;19,81569;6;0;0;31;1444;1201;622;22;1495;146;182;2211;718;60
GLOBO ADM. CONS. LTDA.;85322204;202310;4;20,00000;2;0;0;15;333;372;239;7;509;21;81;578;268;29
GLOBO ADM. CONS. LTDA.;85322204;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GLOBO ADM. CONS. LTDA.;85322204;202310;6;20,00000;3;0;0;24;505;400;451;21;574;103;174;537;107;27
GMAC ADM CONS  LTDA;49937055;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GMAC ADM CONS  LTDA;49937055;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GMAC ADM CONS  LTDA;49937055;202310;3;18,59241;248;5;2;6308;64692;48056;59475;773;94723;4062;8746;241686;12065;5627
GMAC ADM CONS  LTDA;49937055;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GMAC ADM CONS  LTDA;49937055;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GMAC ADM CONS  LTDA;49937055;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GROSCON ADM. CONS. LTDA.;26228270;202310;1;22,89394;1;0;0;14;270;282;180;2;394;28;40;3184;182;28
GROSCON ADM. CONS. LTDA.;26228270;202310;2;20,90876;1;0;0;5;157;93;44;1;111;19;7;778;55;2
GROSCON ADM. CONS. LTDA.;26228270;202310;3;18,46926;5;0;0;49;175;690;502;10;1022;115;55;2174;290;37
GROSCON ADM. CONS. LTDA.;26228270;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GROSCON ADM. CONS. LTDA.;26228270;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GROSCON ADM. CONS. LTDA.;26228270;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GUARAPIRANGA ADM. CONSÓRCIOS;26253658;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GUARAPIRANGA ADM. CONSÓRCIOS;26253658;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GUARAPIRANGA ADM. CONSÓRCIOS;26253658;202310;3;18,02150;7;0;0;18;317;1186;627;22;1713;25;75;1244;599;102
GUARAPIRANGA ADM. CONSÓRCIOS;26253658;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GUARAPIRANGA ADM. CONSÓRCIOS;26253658;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GUARAPIRANGA ADM. CONSÓRCIOS;26253658;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
H. CONSÓRCIO;03586655;202310;1;22,04098;1;0;0;0;278;121;1;0;108;14;0;956;56;8
H. CONSÓRCIO;03586655;202310;2;17,56667;1;0;0;0;225;15;0;0;9;6;0;248;5;0
H. CONSÓRCIO;03586655;202310;3;10,92381;5;0;0;0;180;420;0;0;253;167;0;432;253;0
H. CONSÓRCIO;03586655;202310;4;15,00000;2;0;0;0;62;158;0;0;84;74;0;181;84;0
H. CONSÓRCIO;03586655;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
H. CONSÓRCIO;03586655;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HS ADM CONS LTDA;73516106;202310;1;21,97748;111;3;0;5111;46612;19582;117167;497;126124;1960;8665;124869;3349;7230
HS ADM CONS LTDA;73516106;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HS ADM CONS LTDA;73516106;202310;3;14,87252;139;2;0;3673;22483;31502;81292;955;103349;3514;5931;81011;7145;3875
HS ADM CONS LTDA;73516106;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HS ADM CONS LTDA;73516106;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HS ADM CONS LTDA;73516106;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IRMÃOS DE MARCO ADM CONS LTDA;03403333;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IRMÃOS DE MARCO ADM CONS LTDA;03403333;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IRMÃOS DE MARCO ADM CONS LTDA;03403333;202310;3;12,00000;1;0;0;1;18;57;53;2;83;13;14;20;5;5
IRMÃOS DE MARCO ADM CONS LTDA;03403333;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IRMÃOS DE MARCO ADM CONS LTDA;03403333;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IRMÃOS DE MARCO ADM CONS LTDA;03403333;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ITAÚ ADM DE CONSÓRCIOS LTDA;00000776;202310;1;22,05641;251;2;0;5732;76076;52165;63751;731;87502;11912;16502;378242;17247;11951
ITAÚ ADM DE CONSÓRCIOS LTDA;00000776;202310;2;13,89745;7;0;0;194;65;1231;3819;96;3405;475;1170;3150;42;188
ITAÚ ADM DE CONSÓRCIOS LTDA;00000776;202310;3;18,65699;528;12;1;16417;12550;187265;213807;6196;236218;75461;89393;290779;52383;26380
ITAÚ ADM DE CONSÓRCIOS LTDA;00000776;202310;4;26,94780;55;1;0;2949;1052;7797;44970;702;25825;3996;22946;41279;341;2662
