#Nome_da_Administradora;CNPJ_da_Administradora;Data_base;Código_do_grupo;Código_do_segmento;Número_da_assembléia_geral_ordinária;Valor_médio_do_bem;Índice_de_correção;Taxa_de_administração;Prazo_do_grupo_em_meses;Quantidade_de_cotas_ativas_em_dia;Quantidade_de_cotas_ativas_contempladas_inadimplentes;Quantidade_de_cotas_ativas_não_contempladas_inadimplentes;Quantidade_de_cotas_ativas_contempladas_no_mês;Quantidade_de_cotas_excluídas;Quantidade_de_cotas_ativas_quitadas;Quantidade_de_cotas_ativas_com_crédito_pendente_de_utilização
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202310;00525;1;35;265726,04;3;22,20752;240;971;4;62;4;2608;3;36
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202310;00527;1;14;117850,22;3;23,42483;240;1053;0;91;6;1479;0;17
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202310;00528;1;14;282744,58;3;22,87074;240;786;0;84;2;706;0;13
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA           ;61550836;202310;1000;1;85;244838,00;3;22,95780;240;557;32;90;2;5595;6;38
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA           ;61550836;202310;1002;1;51;290548,00;3;23,54290;240;413;15;160;1;3020;3;25
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA           ;61550836;202310;1003;1;38;186844,00;3;23,85540;240;383;12;125;4;3686;3;41
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA           ;61550836;202310;1005;1;15;92184,00;3;22,37720;240;268;2;125;1;868;1;8
REMAZA ADM CONS LTDA                                        ;62354055;202310;1521;1;189;444967,18;3;23,45230;240;273;24;3;2;1207;124;26
REMAZA ADM CONS LTDA                                        ;62354055;202310;1525;1;185;457926,66;3;24,11626;240;201;27;2;2;1129;99;28
REMAZA ADM CONS LTDA                                        ;62354055;202310;1530;1;181;469238,71;3;24,28417;240;180;13;6;2;1145;55;22
REMAZA ADM CONS LTDA                                        ;62354055;202310;1532;1;156;238011,64;3;22,15919;240;158;16;13;2;1146;18;31
REMAZA ADM CONS LTDA                                        ;62354055;202310;1533;1;152;511688,43;3;21,59513;240;191;18;11;1;1124;29;26
REMAZA ADM CONS LTDA                                        ;62354055;202310;1534;1;150;244543,27;3;23,06473;240;108;12;11;1;801;14;22
REMAZA ADM CONS LTDA                                        ;62354055;202310;1535;1;176;471665,67;3;23,27431;240;204;22;8;1;1320;42;35
REMAZA ADM CONS LTDA                                        ;62354055;202310;1536;1;170;571472,69;3;22,53671;240;169;33;5;1;972;58;19
REMAZA ADM CONS LTDA                                        ;62354055;202310;1537;1;162;591205,26;3;21,73646;240;205;18;6;2;971;44;31
REMAZA ADM CONS LTDA                                        ;62354055;202310;1538;1;161;247954,47;3;24,62591;240;151;12;6;1;844;24;22
REMAZA ADM CONS LTDA                                        ;62354055;202310;1542;1;144;492542,92;3;20,21661;240;154;17;9;2;759;22;24
REMAZA ADM CONS LTDA                                        ;62354055;202310;1543;1;139;227455,99;3;22,67198;240;125;7;14;0;703;15;20
REMAZA ADM CONS LTDA                                        ;62354055;202310;1544;1;139;472128,98;3;19,92450;240;141;9;3;1;793;11;13
REMAZA ADM CONS LTDA                                        ;62354055;202310;1545;1;135;217308,72;3;21,41324;240;133;9;6;1;853;8;20
REMAZA ADM CONS LTDA                                        ;62354055;202310;1546;1;133;464332,77;3;20,67202;240;162;9;7;1;883;14;19
REMAZA ADM CONS LTDA                                        ;62354055;202310;1700;1;132;224306,00;3;20,49430;240;151;10;11;1;1003;13;20
REMAZA ADM CONS LTDA                                        ;62354055;202310;1701;1;128;219433,26;3;21,75076;240;257;21;11;1;1577;18;40
REMAZA ADM CONS LTDA                                        ;62354055;202310;1702;1;124;575943,92;3;19,77901;240;161;10;2;2;777;17;18
REMAZA ADM CONS LTDA                                        ;62354055;202310;1703;1;122;215675,58;3;22,03658;240;212;12;13;1;1635;8;33
REMAZA ADM CONS LTDA                                        ;62354055;202310;1704;1;117;537421,56;3;20,53488;240;154;7;11;0;820;3;13
REMAZA ADM CONS LTDA                                        ;62354055;202310;1705;1;109;197698,69;3;21,22229;240;277;13;28;2;1535;9;43
REMAZA ADM CONS LTDA                                        ;62354055;202310;1706;1;107;416096,12;3;18,63081;240;155;3;1;1;613;8;16
REMAZA ADM CONS LTDA                                        ;62354055;202310;1707;1;99;174413,92;3;17,17635;240;154;0;19;1;651;4;16
REMAZA ADM CONS LTDA                                        ;62354055;202310;1708;1;99;407747,04;3;14,95390;240;176;8;8;2;567;15;17
REMAZA ADM CONS LTDA                                        ;62354055;202310;1709;1;90;178146,53;3;18,33841;240;188;3;17;0;717;3;16
REMAZA ADM CONS LTDA                                        ;62354055;202310;1710;1;90;384685,83;3;18,40651;240;171;8;16;1;659;7;12
REMAZA ADM CONS LTDA                                        ;62354055;202310;1711;1;84;183610,65;3;16,76374;240;195;3;21;0;665;6;22
REMAZA ADM CONS LTDA                                        ;62354055;202310;1712;1;84;405337,91;3;15,17921;240;184;6;14;1;550;4;15
REMAZA ADM CONS LTDA                                        ;62354055;202310;1713;1;79;188695,33;3;16,68527;240;181;3;19;1;648;1;20
REMAZA ADM CONS LTDA                                        ;62354055;202310;1714;1;78;481332,58;3;16,42567;240;242;6;34;1;642;4;11
REMAZA ADM CONS LTDA                                        ;62354055;202310;1715;1;73;439219,14;3;16,69373;240;190;8;11;0;585;0;18
REMAZA ADM CONS LTDA                                        ;62354055;202310;1716;1;66;170536,74;3;19,00609;240;173;3;21;0;765;0;22
REMAZA ADM CONS LTDA                                        ;62354055;202310;1717;1;71;444784,81;3;16,07784;240;184;4;16;0;661;3;18
REMAZA ADM CONS LTDA                                        ;62354055;202310;1718;1;67;431249,09;3;16,03860;240;181;2;17;2;463;1;8
REMAZA ADM CONS LTDA                                        ;62354055;202310;1719;1;62;441700,59;3;17,29952;240;248;3;25;1;915;1;27
REMAZA ADM CONS LTDA                                        ;62354055;202310;1720;1;59;185622,34;3;20,81610;240;329;4;32;2;1339;5;28
REMAZA ADM CONS LTDA                                        ;62354055;202310;1721;1;55;174926,28;3;21,23153;240;472;4;78;2;1268;3;33
REMAZA ADM CONS LTDA                                        ;62354055;202310;1722;1;54;445343,07;3;19,61910;240;350;5;105;2;876;3;20
CNK ADM CONS LTDA.                                          ;62798475;202310;00700;1;37;168669,42;1;25,39260;220;705;22;120;1;5860;5;36
CNK ADM CONS LTDA.                                          ;62798475;202310;00701;1;34;182241,29;1;25,43980;220;498;34;157;1;4935;4;31
CNK ADM CONS LTDA.                                          ;62798475;202310;00702;1;29;263402,34;1;25,13670;220;356;10;146;1;3596;0;19
CNK ADM CONS LTDA.                                          ;62798475;202310;00703;1;29;226541,24;1;25,19140;220;342;2;147;0;2202;1;7
CNK ADM CONS LTDA.                                          ;62798475;202310;00704;1;14;309881,70;1;25,28830;220;1051;5;305;1;2982;0;20
CANOPUS ADM CONSÓRCIOS                                      ;68318773;202310;06000;1;148;223488,46;3;20,96250;150;230;30;0;0;1761;175;25
CANOPUS ADM CONSÓRCIOS                                      ;68318773;202310;06001;1;136;382190,72;3;21,41970;160;249;33;4;1;1835;155;43
CANOPUS ADM CONSÓRCIOS                                      ;68318773;202310;06600;1;13;262480,30;99;24,10527;210;1693;11;630;16;939;6;75
CANOPUS ADM CONSÓRCIOS                                      ;68318773;202310;09900;1;73;299983,25;99;20,69970;180;563;45;63;4;2323;63;87
CANOPUS ADM CONSÓRCIOS                                      ;68318773;202310;09901;1;56;370873,13;99;20,12617;180;378;16;34;2;1855;41;52
CANOPUS ADM CONSÓRCIOS                                      ;68318773;202310;09960;1;51;102320,36;3;20,05739;180;425;26;63;6;2198;37;85
CANOPUS ADM CONSÓRCIOS                                      ;68318773;202310;09961;1;45;101991,11;99;20,49320;180;374;16;51;4;2036;37;65
BAMAQ ADM CONS LTDA                                         ;71045363;202310;04010;1;57;193049,54;99;16,87581;240;1313;17;237;3;1397;9;106
BREITKOPF ADM CONS LTDA                                     ;73235962;202310;5002;1;20;138428,98;3;23,11058;240;730;0;111;3;238;0;11
HS ADM CONS LTDA                                            ;73516106;202310;1026;1;149;123360,65;3;20,99838;150;594;21;1;0;806;494;29
HS ADM CONS LTDA                                            ;73516106;202310;1027;1;144;89897,68;3;21,00000;150;556;19;0;4;941;407;43
HS ADM CONS LTDA                                            ;73516106;202310;1028;1;139;92039,14;3;21,00000;150;561;46;6;4;1027;366;36
HS ADM CONS LTDA                                            ;73516106;202310;1029;1;133;389123,12;3;21,92824;180;844;48;11;7;1279;290;141
HS ADM CONS LTDA                                            ;73516106;202310;1030;1;128;96804,18;3;21,00000;150;674;43;3;7;1073;377;93
HS ADM CONS LTDA                                            ;73516106;202310;1031;1;126;331199,85;3;21,94223;180;895;45;12;6;1144;237;157
HS ADM CONS LTDA                                            ;73516106;202310;1032;1;120;227838,92;3;21,95037;180;811;39;13;5;1268;139;115
HS ADM CONS LTDA                                            ;73516106;202310;1033;1;115;308402,13;3;21,93642;180;819;39;7;7;1300;136;124
HS ADM CONS LTDA                                            ;73516106;202310;1034;1;110;151422,28;3;21,98672;180;778;37;13;7;1356;118;121
HS ADM CONS LTDA                                            ;73516106;202310;1035;1;107;164210,44;3;21,98707;180;806;25;20;8;1413;104;121
HS ADM CONS LTDA                                            ;73516106;202310;1036;1;104;253245,51;3;22,00000;180;784;31;21;6;1079;76;115
HS ADM CONS LTDA                                            ;73516106;202310;1037;1;101;161495,59;3;22,00000;180;724;26;18;5;1345;76;120
HS ADM CONS LTDA                                            ;73516106;202310;1038;1;98;276814,10;3;22,00000;180;759;29;23;4;1036;54;116
HS ADM CONS LTDA                                            ;73516106;202310;1039;1;97;136811,48;3;22,00000;180;746;42;24;4;1419;43;117
HS ADM CONS LTDA                                            ;73516106;202310;1040;1;93;138106,19;3;22,00000;180;726;29;25;4;1351;49;86
HS ADM CONS LTDA                                            ;73516106;202310;1041;1;90;339144,24;3;22,00000;180;715;36;29;7;1086;39;88
HS ADM CONS LTDA                                            ;73516106;202310;1042;1;90;173318,43;3;22,00000;180;723;30;16;3;1252;46;84
HS ADM CONS LTDA                                            ;73516106;202310;1043;1;87;140693,96;3;22,00000;180;635;31;21;2;1270;31;81
HS ADM CONS LTDA                                            ;73516106;202310;1044;1;84;133324,11;3;21,98595;180;743;29;11;7;1294;40;95
HS ADM CONS LTDA                                            ;73516106;202310;1045;1;83;324429,62;3;22,00000;180;736;26;27;6;1038;29;91
HS ADM CONS LTDA                                            ;73516106;202310;1046;1;81;147514,40;3;22,00000;180;686;28;17;4;1312;26;85
HS ADM CONS LTDA                                            ;73516106;202310;1047;1;78;145978,92;3;21,98491;180;684;22;23;3;1230;16;85
HS ADM CONS LTDA                                            ;73516106;202310;1048;1;77;334408,76;3;22,00000;180;697;21;21;4;1011;12;85
HS ADM CONS LTDA                                            ;73516106;202310;1049;1;76;131308,65;3;21,84594;180;661;34;19;6;1238;22;77
HS ADM CONS LTDA                                            ;73516106;202310;1050;1;75;672523,16;3;21,96043;200;1028;38;46;6;1751;7;126
HS ADM CONS LTDA                                            ;73516106;202310;1051;1;74;119314,82;3;22,00000;180;732;28;26;6;1144;13;88
HS ADM CONS LTDA                                            ;73516106;202310;1052;1;73;233736,38;3;21,89538;180;688;31;17;5;963;12;78
HS ADM CONS LTDA                                            ;73516106;202310;1053;1;72;114301,25;3;22,00000;180;661;21;31;4;1106;6;78
HS ADM CONS LTDA                                            ;73516106;202310;1054;1;67;111658,71;3;22,00000;180;553;23;25;3;1099;7;66
HS ADM CONS LTDA                                            ;73516106;202310;1055;1;67;146821,77;3;21,98448;180;610;28;20;3;1098;9;77
HS ADM CONS LTDA                                            ;73516106;202310;1056;1;67;238843,34;3;21,94545;180;570;18;17;3;913;6;64
HS ADM CONS LTDA                                            ;73516106;202310;1057;1;63;112683,72;3;22,00000;180;566;29;26;3;1067;3;58
HS ADM CONS LTDA                                            ;73516106;202310;1058;1;63;148633,93;3;22,00000;180;563;26;29;3;1007;4;63
HS ADM CONS LTDA                                            ;73516106;202310;1059;1;62;224811,00;3;22,00000;180;538;21;21;2;879;4;57
HS ADM CONS LTDA                                            ;73516106;202310;1060;1;59;103392,55;3;22,00000;180;512;18;29;2;972;3;41
HS ADM CONS LTDA                                            ;73516106;202310;1061;1;59;134908,48;3;22,00000;180;600;17;24;3;1055;6;64
HS ADM CONS LTDA                                            ;73516106;202310;1062;1;57;614394,30;3;22,00000;200;933;17;37;3;1499;2;69
HS ADM CONS LTDA                                            ;73516106;202310;1063;1;56;300968,42;3;22,00000;180;890;32;43;4;1393;3;85
HS ADM CONS LTDA                                            ;73516106;202310;1064;1;55;215844,03;3;22,00000;180;604;26;30;3;970;3;59
HS ADM CONS LTDA                                            ;73516106;202310;1065;1;55;107528,55;3;22,00000;180;522;18;38;2;959;0;52
HS ADM CONS LTDA                                            ;73516106;202310;1066;1;55;140477,23;3;22,00000;180;620;20;27;3;967;1;51
HS ADM CONS LTDA                                            ;73516106;202310;1067;1;51;142776,90;3;22,00000;180;597;18;36;2;993;1;53
HS ADM CONS LTDA                                            ;73516106;202310;1068;1;51;108846,93;3;22,00000;180;539;20;32;1;986;1;42
HS ADM CONS LTDA                                            ;73516106;202310;1069;1;48;112402,83;3;22,00000;180;1167;36;53;9;1921;5;108
HS ADM CONS LTDA                                            ;73516106;202310;1070;1;48;166904,68;3;22,00000;180;965;22;44;4;1885;3;76
HS ADM CONS LTDA                                            ;73516106;202310;1071;1;48;276254,24;3;21,98925;180;957;20;46;5;1609;4;85
HS ADM CONS LTDA                                            ;73516106;202310;1072;1;45;113971,34;3;22,00000;180;962;33;62;5;1991;1;86
HS ADM CONS LTDA                                            ;73516106;202310;1073;1;43;116253,92;3;22,00000;180;1022;25;52;4;1885;2;91
HS ADM CONS LTDA                                            ;73516106;202310;1074;1;41;119478,11;3;22,00000;180;1077;31;54;4;1685;1;91
HS ADM CONS LTDA                                            ;73516106;202310;1075;1;41;440064,28;3;22,00000;200;1103;10;53;6;1558;0;82
HS ADM CONS LTDA                                            ;73516106;202310;1076;1;40;209689,50;3;22,00000;180;1134;24;71;4;1612;1;102
HS ADM CONS LTDA                                            ;73516106;202310;1077;1;40;117730,16;3;22,00000;180;1029;35;65;4;1727;0;90
HS ADM CONS LTDA                                            ;73516106;202310;1078;1;38;106790,52;3;21,99426;180;1091;20;89;6;1625;1;78
HS ADM CONS LTDA                                            ;73516106;202310;1079;1;38;187016,11;3;22,00000;180;1163;23;92;6;1477;2;91
HS ADM CONS LTDA                                            ;73516106;202310;1080;1;33;410077,78;3;22,00000;200;1144;13;71;5;1467;0;68
HS ADM CONS LTDA                                            ;73516106;202310;1081;1;37;107852,51;3;22,00000;180;1102;24;69;4;1695;1;81
HS ADM CONS LTDA                                            ;73516106;202310;1082;1;36;104088,93;3;22,00000;180;1057;11;64;4;1683;0;69
HS ADM CONS LTDA                                            ;73516106;202310;1083;1;36;182432,09;3;22,00000;180;1093;22;94;4;1592;2;85
HS ADM CONS LTDA                                            ;73516106;202310;1084;1;35;104235,78;3;22,00000;180;1029;28;87;5;1695;0;82
HS ADM CONS LTDA                                            ;73516106;202310;1085;1;34;197957,89;3;22,00000;180;1104;17;74;5;1706;0;71
HS ADM CONS LTDA                                            ;73516106;202310;1086;1;34;112058,48;3;22,00000;180;1074;13;73;3;1695;0;68
HS ADM CONS LTDA                                            ;73516106;202310;1087;1;32;187451,23;3;22,00000;180;1157;20;66;5;1554;1;72
HS ADM CONS LTDA                                            ;73516106;202310;1088;1;32;102884,98;3;22,00000;180;1047;18;75;4;1636;0;65
HS ADM CONS LTDA                                            ;73516106;202310;1089;1;31;103217,48;3;22,00000;180;1125;21;86;5;1515;1;72
HS ADM CONS LTDA                                            ;73516106;202310;1090;1;31;151915,97;3;22,00000;180;1042;18;56;4;1272;1;66
HS ADM CONS LTDA                                            ;73516106;202310;1091;1;30;236336,34;3;22,00000;180;1026;13;62;4;1315;0;81
HS ADM CONS LTDA                                            ;73516106;202310;1092;1;29;498153,60;3;22,00000;200;1062;7;87;5;1136;1;65
HS ADM CONS LTDA                                            ;73516106;202310;1093;1;29;102215,96;3;22,00000;180;1090;11;86;5;1483;0;66
HS ADM CONS LTDA                                            ;73516106;202310;1094;1;28;101226,05;3;22,00000;180;1169;19;87;5;1528;0;66
HS ADM CONS LTDA                                            ;73516106;202310;1095;1;27;147515,73;3;22,00000;180;1117;16;89;4;1310;3;66
HS ADM CONS LTDA                                            ;73516106;202310;1096;1;27;101146,84;3;22,00000;180;1158;11;101;4;1498;0;66
HS ADM CONS LTDA                                            ;73516106;202310;1097;1;25;226641,99;4;22,00000;180;1148;10;95;4;1290;0;70
HS ADM CONS LTDA                                            ;73516106;202310;1098;1;26;102784,65;4;22,00000;180;1226;6;88;7;1545;1;65
HS ADM CONS LTDA                                            ;73516106;202310;1099;1;25;149244,11;4;22,00000;180;1125;13;79;4;1223;0;60
HS ADM CONS LTDA                                            ;73516106;202310;1100;1;24;521612,91;4;22,00000;200;1157;5;74;4;1222;0;53
HS ADM CONS LTDA                                            ;73516106;202310;1101;1;24;305365,32;4;22,00000;200;1365;10;102;3;1246;0;58
HS ADM CONS LTDA                                            ;73516106;202310;1102;1;24;95976,23;4;22,00000;180;1360;11;108;5;1445;0;68
HS ADM CONS LTDA                                            ;73516106;202310;1103;1;22;96094,86;4;22,00000;180;1291;14;100;5;1420;0;61
HS ADM CONS LTDA                                            ;73516106;202310;1104;1;21;95799,04;4;22,00000;180;1420;11;110;5;1264;0;56
HS ADM CONS LTDA                                            ;73516106;202310;1105;1;20;143515,35;4;22,00000;180;1242;7;86;5;1151;0;55
HS ADM CONS LTDA                                            ;73516106;202310;1106;1;19;641842,42;4;22,00000;220;2642;12;240;7;1505;0;67
HS ADM CONS LTDA                                            ;73516106;202310;1107;1;20;96607,71;4;22,00000;180;1396;3;123;5;1173;0;55
HS ADM CONS LTDA                                            ;73516106;202310;1108;1;18;293152,15;4;22,00000;200;1605;4;147;6;1012;0;43
HS ADM CONS LTDA                                            ;73516106;202310;1109;1;18;95065,50;4;22,00000;180;1243;6;109;5;1178;0;52
HS ADM CONS LTDA                                            ;73516106;202310;1110;1;18;94799,20;4;22,00000;180;1354;5;140;5;1180;0;44
HS ADM CONS LTDA                                            ;73516106;202310;1111;1;17;208354,73;4;22,00000;180;1433;9;125;6;943;0;39
HS ADM CONS LTDA                                            ;73516106;202310;1112;1;17;141004,94;4;22,00000;180;1405;7;134;5;1059;0;46
HS ADM CONS LTDA                                            ;73516106;202310;1113;1;16;94070,16;4;22,00000;180;1607;7;146;4;1000;0;41
HS ADM CONS LTDA                                            ;73516106;202310;1114;1;14;639862,77;3;22,00000;220;2390;2;283;6;1104;0;42
HS ADM CONS LTDA                                            ;73516106;202310;1115;1;14;289498,48;3;22,00000;200;1724;1;167;6;767;0;36
HS ADM CONS LTDA                                            ;73516106;202310;1116;1;14;94444,48;3;22,00000;180;1688;6;139;6;935;0;48
HS ADM CONS LTDA                                            ;73516106;202310;1117;1;13;94727,84;3;22,00000;180;1715;3;155;6;895;0;42
HS ADM CONS LTDA                                            ;73516106;202310;1118;1;13;141657,38;3;22,00000;180;1498;1;167;4;813;0;30
HS ADM CONS LTDA                                            ;73516106;202310;1119;1;11;93030,15;3;22,00000;180;1704;3;167;7;779;0;37
HS ADM CONS LTDA                                            ;73516106;202310;1120;1;10;91792,11;3;22,00000;180;1691;3;180;5;727;0;29
HS ADM CONS LTDA                                            ;73516106;202310;1121;1;8;615004,97;3;22,00000;220;2688;1;280;4;604;0;27
HS ADM CONS LTDA                                            ;73516106;202310;1122;1;8;200010,11;3;22,00000;180;1665;1;230;4;394;0;23
HS ADM CONS LTDA                                            ;73516106;202310;1123;1;8;279237,29;3;22,00000;200;1780;2;166;3;435;0;20
HS ADM CONS LTDA                                            ;73516106;202310;1124;1;9;91986,10;3;22,00000;180;1771;3;191;4;533;0;30
HS ADM CONS LTDA                                            ;73516106;202310;1125;1;8;92115,38;3;22,00000;180;1800;4;172;4;471;0;30
HS ADM CONS LTDA                                            ;73516106;202310;1126;1;7;137520,35;3;22,00000;180;1568;2;176;3;425;0;19
HS ADM CONS LTDA                                            ;73516106;202310;1127;1;7;93140,78;3;22,00000;180;1806;1;183;3;321;0;22
HS ADM CONS LTDA                                            ;73516106;202310;1128;1;4;636424,90;3;22,00000;220;2693;1;279;5;157;0;19
HS ADM CONS LTDA                                            ;73516106;202310;1129;1;4;278042,30;3;22,00000;200;1720;0;203;4;120;0;14
HS ADM CONS LTDA                                            ;73516106;202310;1130;1;5;92348,12;3;22,00000;180;1819;0;161;3;271;0;20
HS ADM CONS LTDA                                            ;73516106;202310;1131;1;4;92759,62;3;22,00000;180;1735;0;242;4;108;0;14
HS ADM CONS LTDA                                            ;73516106;202310;1132;1;3;137388,40;3;22,00000;180;1773;0;175;5;5;0;11
HS ADM CONS LTDA                                            ;73516106;202310;1133;1;2;92379,76;3;22,00000;180;1996;0;0;4;1;0;10
HS ADM CONS LTDA                                            ;73516106;202310;1134;1;1;294105,79;3;22,00000;200;1587;0;0;3;1;0;3
HS ADM CONS LTDA                                            ;73516106;202310;1135;1;1;786539,72;3;22,00000;220;1520;0;0;2;3;0;2
HS ADM CONS LTDA                                            ;73516106;202310;1136;1;1;92673,97;3;22,00000;180;1825;0;0;4;0;0;4
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1509;1;149;163632,24;3;21,90000;150;293;29;1;0;547;255;9
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1510;1;145;328371,64;3;19,90000;150;393;14;0;0;411;347;6
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1511;1;132;536325,32;3;17,86000;180;333;37;9;1;334;192;30
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1512;1;122;211792,99;3;18,81000;180;365;51;15;3;534;145;38
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1513;1;120;602011,48;3;17,84000;180;409;47;19;3;452;153;38
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1514;1;117;205651,69;3;18,27000;180;333;47;18;2;597;106;36
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1515;1;114;206462,77;3;17,78000;180;349;50;21;3;594;90;53
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1516;1;111;591506,37;3;17,79000;180;438;56;24;2;502;126;45
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1517;1;108;193921,46;3;18,55000;180;358;55;27;3;651;93;50
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1518;1;102;232883,48;3;19,36000;180;350;46;36;2;588;75;37
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1519;1;99;225600,51;3;19,31000;180;399;59;28;2;660;67;51
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1520;1;96;535677,34;3;17,81000;180;376;40;21;2;504;83;43
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1521;1;94;215120,65;3;19,73000;180;334;49;37;2;631;44;54
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1522;1;90;207082,07;3;19,78000;180;320;55;36;2;684;54;51
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1523;1;88;528718,54;3;17,71000;180;415;46;28;2;448;66;53
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1524;1;85;201427,85;3;19,79000;180;343;38;38;2;656;39;48
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1525;1;78;516280,20;3;17,55000;180;395;34;28;1;443;43;45
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1526;1;78;201419,94;3;19,69000;180;348;41;52;1;626;17;41
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1527;1;74;250561,79;3;19,79000;180;317;33;44;2;545;23;37
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1528;1;67;577916,23;3;17,42000;180;392;16;42;3;473;20;53
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1529;1;68;248837,17;3;19,30000;180;322;23;54;2;574;12;28
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1530;1;63;253437,36;3;22,68000;240;466;26;87;2;1055;4;30
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1531;1;59;595396,80;3;20,10000;240;727;33;120;3;1077;13;73
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1532;1;56;250947,13;3;21,20000;240;550;23;111;4;1020;8;50
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1533;1;47;235874,76;3;23,50000;240;409;25;82;1;993;5;32
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1534;1;42;473919,71;3;21,36000;240;638;20;117;4;814;3;57
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1535;1;38;186068,02;3;23,84000;240;446;16;184;2;817;0;26
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1540;1;33;180343,65;3;22,25000;240;491;7;133;2;689;0;30
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1541;1;24;196264,55;3;20,87000;240;755;8;185;1;407;1;19
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1542;1;23;504241,71;3;19,32000;240;751;4;201;4;286;1;26
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1543;1;22;198664,70;3;21,33000;240;737;7;207;4;409;1;23
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1544;1;17;101119,53;3;21,05000;240;711;2;245;3;390;0;24
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1545;1;17;301568,79;3;21,16000;240;682;3;247;2;296;1;17
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1546;1;17;188318,53;3;21,32000;240;735;3;207;3;326;0;19
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1547;1;11;464072,68;3;22,17000;240;1368;1;506;6;163;0;28
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1548;1;12;97676,60;3;23,63000;240;1363;3;509;2;325;0;27
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1549;1;9;179269,95;3;23,88000;240;1365;1;517;6;122;0;23
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1550;1;7;278917,24;3;22,76000;240;1175;1;274;3;21;0;11
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1551;1;5;95669,27;3;24,26000;240;1450;3;467;3;32;0;15
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1552;1;1;174132,79;3;24,25000;240;738;0;0;1;0;0;1
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1554;1;1;95726,55;3;24,38000;240;757;0;0;1;1;0;1
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1700;1;14;159297,92;3;22,00000;144;191;2;56;1;97;0;16
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1701;1;7;150978,26;3;22,00000;144;210;0;66;0;16;0;10
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202310;1800;1;3;100000,00;3;19,02000;150;157;0;0;1;4;0;3
MENEGALLI ADM CONS LTDA                                     ;76853043;202310;03003;1;150;233020,97;2;19,62880;150;300;96;0;0;1907;300;0
CONSÓRCIO TRIÂNGULO                                         ;78199262;202310;200;1;136;282928,27;99;17,02414;180;434;58;3;4;600;163;47
CONSÓRCIO TRIÂNGULO                                         ;78199262;202310;220;1;97;321883,15;3;18,17383;200;503;22;9;3;668;28;50
CONSÓRCIO TRIÂNGULO                                         ;78199262;202310;230;1;33;187648,85;3;19,49923;200;616;2;34;2;307;8;24
