#Nome_da_Administradora;CNPJ_da_Administradora;Data_base;Código_do_grupo;Código_do_segmento;Número_da_assembléia_geral_ordinária;Valor_médio_do_bem;Índice_de_correção;Taxa_de_administração;Prazo_do_grupo_em_meses;Quantidade_de_cotas_ativas_em_dia;Quantidade_de_cotas_ativas_contempladas_inadimplentes;Quantidade_de_cotas_ativas_não_contempladas_inadimplentes;Quantidade_de_cotas_ativas_contempladas_no_mês;Quantidade_de_cotas_excluídas;Quantidade_de_cotas_ativas_quitadas;Quantidade_de_cotas_ativas_com_crédito_pendente_de_utilização
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01073;1;47;177847,70;4;8,25412;180;966;9;21;10;482;50;190
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01090;1;31;498075,46;4;8,47882;240;901;4;56;13;476;21;128
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01094;1;47;89848,15;99;8,35765;150;969;10;21;10;465;49;165
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01096;1;47;271650,99;99;8,18255;200;783;1;15;6;349;32;172
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01098;1;47;374270,88;99;7,96134;240;962;10;27;9;391;20;195
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01167;1;35;85878,48;99;8,09662;150;958;2;34;12;450;27;162
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01171;1;31;223032,06;99;8,96131;180;615;5;43;3;524;19;120
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01172;1;35;369644,52;4;7,60503;240;968;7;25;8;378;10;138
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01173;1;35;359171,42;4;7,60078;240;965;7;27;7;342;28;141
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01183;1;11;212804,10;99;7,99385;200;741;0;40;7;127;1;47
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01196;1;35;171054,85;4;7,90446;180;955;10;29;10;411;14;154
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01197;1;35;361177,38;4;7,97210;240;958;11;31;7;357;15;167
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01227;1;29;352369,39;4;7,66039;240;953;14;31;8;375;9;129
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01229;1;29;362607,30;4;7,80873;240;956;4;39;4;403;16;144
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01250;1;29;176337,17;4;8,26681;180;935;5;28;9;378;25;159
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01255;1;17;319932,57;4;7,69525;240;869;4;42;8;249;0;78
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01261;1;17;329521,29;4;7,72398;240;893;6;35;8;286;5;82
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01266;1;23;73663,81;99;8,27990;150;776;7;38;14;251;7;88
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01267;1;23;151959,50;4;8,28869;180;927;8;29;9;350;5;123
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01268;1;17;144030,50;4;8,08756;180;727;2;43;4;251;0;77
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01270;1;23;329066,11;4;7,78648;240;930;8;38;7;356;5;117
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01271;1;23;325555,32;4;8,00327;240;949;6;38;9;353;4;125
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01295;1;17;312575,80;4;7,83148;240;863;4;51;8;239;3;93
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01321;1;11;67791,86;99;8,22677;150;628;0;35;6;156;0;49
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01322;1;9;124545,45;4;8,84297;180;435;0;27;2;109;0;27
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01323;1;11;307292,34;4;7,68619;240;882;4;41;8;171;0;68
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01324;1;11;295924,70;4;7,67215;240;866;2;35;6;174;1;51
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01353;1;11;320670,27;4;7,90789;240;886;0;39;4;188;1;75
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01355;1;5;139177,13;4;8,55139;180;667;0;50;6;55;0;29
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01359;1;5;312413,79;4;8,13798;240;885;0;72;8;76;0;33
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01360;1;5;310390,53;4;7,98254;240;793;0;52;7;51;0;29
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01388;1;44;327609,01;4;8,35799;240;904;14;23;7;467;19;151
SICOOB ADM CONS LTDA.                                       ;16551061;202310;01389;1;5;304829,16;4;8,24254;240;822;0;56;8;90;0;34
ZEMA ADM. CONSÓRCIO  LTDA                                   ;23367634;202310;01007;1;143;71068,64;99;25,95584;240;575;78;40;18;3788;103;90
ZEMA ADM. CONSÓRCIO  LTDA                                   ;23367634;202310;01008;1;140;257076,37;99;26,08769;240;271;40;26;1;1815;41;40
ZEMA ADM. CONSÓRCIO  LTDA                                   ;23367634;202310;01010;1;117;121155,87;99;27,97760;240;470;26;62;5;3433;65;43
ZEMA ADM. CONSÓRCIO  LTDA                                   ;23367634;202310;01011;1;102;277656,29;99;27,49504;260;779;39;110;5;6498;37;73
ZEMA ADM. CONSÓRCIO  LTDA                                   ;23367634;202310;01012;1;97;65887,60;99;27,16004;240;401;44;33;2;3927;65;69
ZEMA ADM. CONSÓRCIO  LTDA                                   ;23367634;202310;01014;1;82;122480,15;99;28,18905;240;608;23;127;4;4852;6;74
ZEMA ADM. CONSÓRCIO  LTDA                                   ;23367634;202310;01015;1;85;281323,53;99;27,82383;260;797;19;166;2;5870;38;65
ZEMA ADM. CONSÓRCIO  LTDA                                   ;23367634;202310;01016;1;81;57835,80;99;27,54792;240;491;36;74;1;4466;51;62
ZEMA ADM. CONSÓRCIO  LTDA                                   ;23367634;202310;01017;1;29;319898,58;99;28,29463;200;578;3;145;2;2690;0;17
ZEMA ADM. CONSÓRCIO  LTDA                                   ;23367634;202310;01018;1;26;114488,37;99;28,34503;200;361;4;78;1;2119;0;14
ZEMA ADM. CONSÓRCIO  LTDA                                   ;23367634;202310;01019;1;18;387028,44;3;29,13802;200;917;0;322;1;2500;0;10
ZEMA ADM. CONSÓRCIO  LTDA                                   ;23367634;202310;01020;1;13;236098,09;99;28,48111;200;929;2;244;0;773;0;7
RECON ADM. DE CONSORCIOS LTDA                               ;23767155;202310;2002;1;250;84359,59;6;20,37956;262;127;10;0;0;1573;105;8
RECON ADM. DE CONSORCIOS LTDA                               ;23767155;202310;2004;1;139;245692,17;6;21,30310;250;862;69;65;7;5846;175;120
RECON ADM. DE CONSORCIOS LTDA                               ;23767155;202310;2005;1;132;89695,90;6;21,79080;250;774;74;31;7;8729;154;114
RECON ADM. DE CONSORCIOS LTDA                               ;23767155;202310;2009;1;47;92159,18;6;20,45977;216;1205;18;430;8;6272;7;130
RECON ADM. DE CONSORCIOS LTDA                               ;23767155;202310;2010;1;23;184877,98;6;21,72874;250;1484;8;425;7;2188;1;55
GROSCON ADM. CONS. LTDA.                                    ;26228270;202310;56;1;233;187384,56;99;22,89394;450;394;28;40;2;3184;182;28
COIMEX ADM CONS S.A.                                        ;27268770;202310;2064;1;120;407509,65;3;17,05552;144;225;15;1;2;462;102;24
COIMEX ADM CONS S.A.                                        ;27268770;202310;2065;1;66;164937,96;3;17,24687;144;190;6;7;1;316;23;25
COIMEX ADM CONS S.A.                                        ;27268770;202310;2066;1;39;400548,06;3;12,07121;216;323;5;12;2;732;3;33
COIMEX ADM CONS S.A.                                        ;27268770;202310;2067;1;33;177476,29;3;14,42921;252;664;5;76;4;1051;2;36
COIMEX ADM CONS S.A.                                        ;27268770;202310;2068;1;30;95735,57;3;12,72538;216;667;7;57;4;635;1;43
COIMEX ADM CONS S.A.                                        ;27268770;202310;2069;1;30;209561,79;3;13,04821;252;683;9;74;4;955;2;36
COIMEX ADM CONS S.A.                                        ;27268770;202310;2070;1;29;372847,54;3;12,80890;252;767;8;68;2;880;2;33
COIMEX ADM CONS S.A.                                        ;27268770;202310;2071;1;28;196577,44;3;12,55149;252;781;3;66;5;640;0;40
COIMEX ADM CONS S.A.                                        ;27268770;202310;2072;1;27;95787,85;6;12,92960;216;513;2;85;3;630;4;37
COIMEX ADM CONS S.A.                                        ;27268770;202310;2073;1;27;380863,20;6;12,42731;252;796;1;61;5;656;2;36
COIMEX ADM CONS S.A.                                        ;27268770;202310;2074;1;26;190778,74;6;12,07628;252;678;2;65;4;730;2;43
COIMEX ADM CONS S.A.                                        ;27268770;202310;2075;1;24;82893,70;6;11,40110;216;600;2;101;3;495;2;48
COIMEX ADM CONS S.A.                                        ;27268770;202310;2076;1;24;462809,98;6;11,01496;252;563;0;38;3;365;1;26
COIMEX ADM CONS S.A.                                        ;27268770;202310;2077;1;23;186391,29;6;11,57284;252;764;3;72;6;581;2;49
COIMEX ADM CONS S.A.                                        ;27268770;202310;2078;1;20;67031,28;6;11,27094;216;437;3;69;3;398;0;27
COIMEX ADM CONS S.A.                                        ;27268770;202310;2079;1;18;242995,83;6;12,22513;252;648;1;74;4;440;0;28
COIMEX ADM CONS S.A.                                        ;27268770;202310;2080;1;18;86590,52;6;12,56101;216;611;1;71;4;580;0;28
COIMEX ADM CONS S.A.                                        ;27268770;202310;2081;1;17;77179,85;6;12,28167;216;509;4;63;4;580;0;33
COIMEX ADM CONS S.A.                                        ;27268770;202310;2082;1;14;548595,82;6;11,90415;252;572;1;56;3;180;1;19
COIMEX ADM CONS S.A.                                        ;27268770;202310;2083;1;16;122166,76;6;13,99000;204;707;3;109;2;428;0;18
COIMEX ADM CONS S.A.                                        ;27268770;202310;2084;1;4;250000,00;3;13,99000;120;172;0;6;2;0;0;5
CONSÓRCIO RESERVA                                           ;28904092;202310;0300;1;46;181021,67;3;24,76184;220;239;16;125;1;4143;0;22
CONSÓRCIO RESERVA                                           ;28904092;202310;0301;1;39;282411,54;3;24,79461;220;430;10;154;1;3871;2;17
XS5 ADM CONS S.A.                                           ;40011095;202310;10001;1;24;73217,42;4;16,13565;200;643;2;68;4;686;2;46
XS5 ADM CONS S.A.                                           ;40011095;202310;10002;1;20;144709,25;4;16,37849;200;690;0;100;3;570;3;35
XS5 ADM CONS S.A.                                           ;40011095;202310;10003;1;20;322933,23;4;16,21737;200;644;0;53;4;454;1;29
XS5 ADM CONS S.A.                                           ;40011095;202310;10004;1;24;156922,78;4;16,46126;200;737;1;95;5;656;0;57
XS5 ADM CONS S.A.                                           ;40011095;202310;10005;1;24;320169,19;4;16,18809;200;799;1;88;7;513;2;56
XS5 ADM CONS S.A.                                           ;40011095;202310;10006;1;24;681711,26;4;14,18841;200;882;3;67;7;509;1;65
XS5 ADM CONS S.A.                                           ;40011095;202310;10007;1;21;144670,21;4;15,67867;200;888;1;59;6;496;1;57
XS5 ADM CONS S.A.                                           ;40011095;202310;10008;1;20;307929,40;4;16,54765;200;796;1;81;2;487;0;41
XS5 ADM CONS S.A.                                           ;40011095;202310;10009;1;20;146570,20;4;17,16567;200;763;1;58;6;670;0;41
XS5 ADM CONS S.A.                                           ;40011095;202310;10010;1;20;676268,22;4;14,48928;200;831;1;52;6;523;2;44
XS5 ADM CONS S.A.                                           ;40011095;202310;10011;1;20;69155,08;4;17,29974;200;700;3;96;4;659;2;33
XS5 ADM CONS S.A.                                           ;40011095;202310;10012;1;17;302966,19;4;16,79818;200;796;0;99;4;564;1;42
XS5 ADM CONS S.A.                                           ;40011095;202310;10013;1;17;648818,05;4;14,87742;200;807;1;75;2;542;0;37
XS5 ADM CONS S.A.                                           ;40011095;202310;10014;1;18;141935,89;4;16,93944;200;766;0;78;6;575;0;42
XS5 ADM CONS S.A.                                           ;40011095;202310;10015;1;16;144811,19;4;18,01384;200;811;1;86;3;725;0;24
XS5 ADM CONS S.A.                                           ;40011095;202310;10016;1;14;63859,33;4;18,00676;200;729;1;157;5;663;2;27
XS5 ADM CONS S.A.                                           ;40011095;202310;10017;1;15;310473,52;4;18,06015;200;721;0;92;4;602;0;23
XS5 ADM CONS S.A.                                           ;40011095;202310;10018;1;15;146333,80;4;18,23159;200;782;0;117;2;569;0;21
XS5 ADM CONS S.A.                                           ;40011095;202310;10019;1;14;150491,19;4;17,96765;200;774;1;103;3;598;0;21
XS5 ADM CONS S.A.                                           ;40011095;202310;10020;1;14;665790,22;4;15,92604;200;815;0;99;3;527;0;20
XS5 ADM CONS S.A.                                           ;40011095;202310;10021;1;14;147803,41;4;17,84987;200;1963;1;334;8;1349;1;68
XS5 ADM CONS S.A.                                           ;40011095;202310;10023;1;14;317399,86;4;17,99672;200;2135;1;310;8;1175;1;69
XS5 ADM CONS S.A.                                           ;40011095;202310;10024;1;10;141228,70;4;18,54301;200;1764;2;451;4;859;0;32
XS5 ADM CONS S.A.                                           ;40011095;202310;10025;1;5;142770,88;4;18,56711;200;2009;0;302;4;277;0;36
XS5 ADM CONS S.A.                                           ;40011095;202310;10026;1;13;327038,15;4;18,11962;200;1314;1;255;2;610;0;21
XS5 ADM CONS S.A.                                           ;40011095;202310;10027;1;12;651663,92;4;16,23971;200;2013;4;413;5;828;0;48
XS5 ADM CONS S.A.                                           ;40011095;202310;10028;1;9;141218,19;4;18,65814;200;1859;2;521;6;553;1;28
XS5 ADM CONS S.A.                                           ;40011095;202310;10029;1;7;62331,11;4;19,06447;200;908;1;276;3;239;0;10
XS5 ADM CONS S.A.                                           ;40011095;202310;10030;1;5;316622,54;4;18,42116;200;2229;0;243;7;149;0;30
XS5 ADM CONS S.A.                                           ;40011095;202310;10031;1;4;652828,69;4;16,09579;200;2384;0;111;9;56;0;29
XS5 ADM CONS S.A.                                           ;40011095;202310;10032;1;2;60107,97;4;13,93769;240;597;0;0;1;15;0;2
XS5 ADM CONS S.A.                                           ;40011095;202310;10033;1;2;149828,03;4;13,98860;240;1158;0;0;2;17;0;3
XS5 ADM CONS S.A.                                           ;40011095;202310;10034;1;2;141444,00;4;19,06383;200;1750;0;0;3;22;0;6
COMAUTO ADM CONS LTDA.                                      ;44474674;202310;50;1;9;98482,14;6;21,83036;180;253;0;83;1;81;0;2
GAP ADM CONS LTDA.                                          ;45700892;202310;N780;1;79;315441,59;2;10,62366;120;155;31;0;0;15;125;0
GAP ADM CONS LTDA.                                          ;45700892;202310;N880;1;67;296705,28;2;10,90000;120;133;27;0;0;28;96;0
GAP ADM CONS LTDA.                                          ;45700892;202310;N890;1;61;296891,63;2;11,51445;120;143;24;6;0;19;77;1
GAP ADM CONS LTDA.                                          ;45700892;202310;N982;1;58;303583,09;2;10,99441;120;144;30;5;1;19;67;0
GAP ADM CONS LTDA.                                          ;45700892;202310;N983;1;52;290714,28;2;10,94531;120;93;28;7;0;20;32;0
GAP ADM CONS LTDA.                                          ;45700892;202310;N984;1;49;285039,35;2;11,13158;120;91;16;7;0;24;24;0
GAP ADM CONS LTDA.                                          ;45700892;202310;P082;1;41;278875,78;2;12,01099;120;69;13;9;1;23;13;0
GAP ADM CONS LTDA.                                          ;45700892;202310;P083;1;41;281800,26;2;11,82955;120;67;11;10;0;25;10;1
GAP ADM CONS LTDA.                                          ;45700892;202310;P084;1;40;283162,84;2;11,36735;120;65;18;15;0;46;9;0
